87,BIOL 126 Infectious Disease versus Immune Defense,"Given the variety and virulence of the hundreds of pathogens we are exposed to every day, it seems miraculous that any of us survives into adulthood. This course will consider the biology of pathogens and the immunological defense systems which help counteract them. Both a human-based and comparative approach will be employed. Lecture, discussion and lab segments will emphasize the application of knowledge, the interpretation of scientific and popular information, and the demystification of disease and immunity. Students finishing this course should have a new found appreciation of the molecular, genetic and cellular mechanisms underlying disease and defense.
Three hours classroom and three hours laboratory a week.Attributes: Appropriate for First-Year, ES Foundations of Env Sci Crs, Health Studies Elective, Lab Sciences (Division III), Quantitative Reasoning"
88,BIOL 127 This Is Your Life w/Lab,"This course provides an overview of the human life cycle. Topics of discussion include the molecular and cellular building blocks of which humans and every other living organism are constructed, human development from a single cell through birth of a multi-cellular individual, with specialized tissues and organs, and birth defects and disease. Recent molecular advances that have the potential to improve human health will also be introduced. In the laboratory portion of the course, we will perform experiments with model organisms that use the techniques and approaches that are utilized to investigate human development and health. Three hours classroom and three hours laboratory a week.
Attributes: Appropriate for First-Year, ES Foundations of Env Sci Crs, Lab Sciences (Division III), Quantitative Reasoning"
89,BIOL 128 BioDiscovery Topics,"Attributes: Appropriate for First-Year, Lab Sciences (Division III)"
90,BIOL 129 Changing Ocean Ecosystem W/Lab,"An introduction to the biology of marine communities, including salt marshes and mangroves, intertidal zones, reefs, and deep-sea vents, among others. For each community, the physical characteristics of the environment as well as the physiological adaptations of the resident species will be examined. We will also focus on how marine communities are changing in response to anthropogenic stresses in light of concepts such as diversity indexes, keystone species, and disturbance theory. Selected readings from the primary literature and the popular press are required. Laboratory projects will emphasize experimental design and hypothesis testing. 
Three hours classroom and three hours laboratory a week.Attributes: Appropriate for First-Year, ES Applications of Env Sci Crs, Lab Sciences (Division III), Quantitative Reasoning, Sustainability Investigations"
91,BIOL 216 Genetics,"A study of Mendelian genetics, linkage, and mutation. An introduction to basic DNA structure and function including replication, transcription, and translation. Laboratory exercises involve both classic and molecular approaches to genetic analysis utilizing prokaryotic and eukaryotic organisms.
Six hours classroom a week. Prerequisites: two BIOL courses numbered between 120 and 129. For Neuroscience majors only, prerequisite is 124 and PSYC 125.Attributes: ES Foundations of Env Sci Crs, NRSC Science Elective"
92,BIOL 313 Cell Biology w/Lab,"An introduction to the structure and function of cells, with emphasis on the molecular mechanisms of cellular processes. The course will involve discussion-oriented lectures and readings from the current literature. The laboratory will stress the discovery approach in applying state of the art techniques to cell biological experiments. 
Six hours classroom a week. Prerequisites: two BIOL courses numbered between 120 and 129. For Neuroscience majors only, prerequisite is 124 and PSYC 125and NRSC 200.Attributes: ES Foundations of Env Sci Crs, NRSC Science Elective"
93,BIOL 314 Ecology w/Lab,"Study of the interactions of organisms with each other, and with their environment, at the level of the individual, the population, the community, and the ecosystem. Lectures and readings consider both the theory of ecology and data from empirical research in the classic and current literature. Laboratory and field studies explore how ecologists perform quantitative tests of hypotheses about complex systems in nature.
Six hours classroom a week. Prerequisites: two Biology courses numbered between 120 and 129 or ENST 131, 132 (or 130). This course is cross-listed as ENST 314.Attributes: ES Applications of Env Sci Crs, NRSC Science Elective, SINE Elective"
94,BIOL 315 Evolution,"Study of the mechanics of evolutionary change within organisms and its genetic basis. Lecture, readings from the primary literature, laboratory investigations, and field study are used to consider evolutionary trends. Topics of emphasis include the relationships among living organisms; the value of the fossil record; adaptation; how species originate; and the role of natural selection in the evolutionary process 
Six hours classroom a week. Prerequisites: two BIOL courses numbered between 120 and 129, or permission of the instructor. For Neuroscience majors only, prerequisite is 124 and PSYC 125. Offered every other year.Attributes: ES Foundations of Env Sci Crs, NRSC Science Elective"
95,"BIOL 316 Genomics, Proteomics & Bioinformatics","The genome contains all the information required for the construction and operation of an organism. Selective utilization of the genome determines the transcriptome, which directs the creation of a proteome that is cell-type and condition specific. Today, molecular biologists are able to study whole genomes, transcriptomes, and proteomes allowing for an integrative analysis of living systems. This course will explore these genomic and proteomic techniques and their many applications. Central to these molecular methods are computational tools that facilitate the analysis of the large data sets generated.  A variety of bioinformatics approaches will be explored through implementation of student designed, hypothesis-driven, research projects employing existing datasets. 
Six hours classroom per week. Prerequisites: 216 or permission of instructor. 
"
96,BIOL 318 Animal Development w/Lab,"Material deals with descriptive embryology and the mechanisms of development including the genetic and biochemical levels. Laboratory includes observation of selected examples of invertebrate and vertebrate development and experimental investigations of developmental processes. 
Six hours classroom a week. Prerequisites: two BIOL courses numbered between 120 and 129. For Neuroscience majors only, prerequisite is 124 and PSYC 125.Attributes: ES Foundations of Env Sci Crs, NRSC Science Elective"
97,BIOL 320 Forest Ecology & Applications,"An exploration of the structure and function of forests with a focus on trees.  Levels of organization from organs to the biosphere are considered.  A set of topics, such as leaf-atmosphere interactions, whole-tree physiology, stand dynamics, energy flows, and biogeochemical cycles are examined in depth.  The effects of human interventions in forests are considered as these provide insights into the processes operating within forests.  The course includes quantitative analysis and a substantial field component.
Three hours lecture and four hours laboratory each week. Prerequisites: Any combination of two courses from among the 100-level biology courses and ENST 131, 132 (or 130). This course is cross-listed as ENST 340.
"
98,BIOL 321 Invertebrate Zoology w/Lab,"An integrated lecture and laboratory study of the anatomy, taxonomy, evolution, ecology, physiology, and embryology of invertebrates. Representatives of the major invertebrate phyla are examined in the field and in the laboratory. 
Six hours classroom a week. Prerequisites: two BIOL courses numbered between 120 and 129 or ENST 131, 132 (or 130). For Neuroscience majors, prerequisite is 124 and PSYC 125.Attributes: ES Foundations of Env Sci Crs, NRSC Science Elective"
99,BIOL 322 Plant Systematics w/Lab,"A systematic survey of the plant kingdom through the collection and study of living plants.  Frequent field trips are conducted as weather permits.  An herbarium of named plants is prepared.  Emphasis will be placed on the diverse features of plants which permit effective study of fundamental biological problems.  
Six hours classroom a week. Prerequisites: two Biology courses numbered between 120 and 129 or ENST 131, 132 (or 130). This course is cross-listed as ENST 322.
Attributes: ES Applications of Env Sci Crs"
100,"BIOL 323 Algae, Fungi & Lichens W/Lab","Study of the systematics, morphology, ecology, evolution, physiology and development of algae, fungi, and lichens.  Lecture and discussion include examples and readings from classic and recent research.  Laboratories include field surveys and collections, follow-up laboratory identifications, and experimental investigations including directed individual or small-group research projects. 
Six hours classroom a week. Prerequisites: two Biology courses numbered between 120 and 129. Offered every other year.Attributes: ES Foundations of Env Sci Crs"
101,BIOL 324 Plant Geography and Ecology,"Analysis of factors determining the distribution and abundance of plant species, including study of plant migration patterns today and in the distant past. Lecture includes examples and readings from classic and recent research. Field, laboratory, and greenhouse studies focus on plant demography, plant-animal interactions, plant community structure, competition, soil and water relations, and other topics. 
Six hours classroom a week. Prerequisites: two Biology courses numbered between 120 and 129 OR ENST 131, 132 (or 130). Offered every two years.Attributes: ES Applications of Env Sci Crs"
102,BIOL 325 Plant Physiology w/Lab,"A study of plant structure and function, with emphasis on the flowering plants. Includes plant cells and organelles, mineral nutrition, translocation processes, and hormonal regulation of growth, development, and reproduction. Biochemical and environmental aspects of photosynthesis are emphasized. 
Six hours classroom/laboratory a week. Prerequisites: two Biology courses numbered between 120 and 129.Attributes: ES Applications of Env Sci Crs, Writing in the Discipline"
103,BIOL 326 Microbiology w/Lab,"Molecular biology, genetics, and biochemistry (structure and function) of bacteria, archaea, and viruses.  Includes an introduction to the immune system and mechanisms of medical control of microbes.  Molecular mechanisms of bacterial pathogenesis are addressed via readings from the recent primary literature.  Laboratory exercises include the isolation and characterization of unknown bacteria using traditional and molecular methods, and modern genomic approaches to characterizing host response to infection. 
Six hours classroom a week. Prerequisites: two BIOL courses numbered between 120 and 129 or ENST 131 and 132 (or 130). For Neuroscience majors, prerequisite is 124 and PSYC 125. Offered every other year.Attributes: ES Foundations of Env Sci Crs, Health Studies Elective, NRSC Science Elective"
104,BIOL 327 Developmental Neurobiology,"This course explores the development of the nervous system, from the early patterning of the neural plate, through the differentiation of embryonic cells into diverse neuronal subtypes, and culminating with the integration of multiple neuronal subtypes into the complex wiring circuits that underlie our sensory, motor, and cognitive abilities. We will study the cellular and molecular mechanisms underlying neural specification, the formation of neuronal connections, neural patterning by programmed cell death, and experience-dependent modulation of neural circuits. We also will examine the ways that neural development can go awry. In the laboratory we will explore topics such as neural induction, cell lineage and fate determination, neuronal migration, axon guidance, activity-dependent development and critical periods, and the development of behavior. The focus of the course will be on the development of the mammalian nervous system, but the contributions of simpler animal models to our understanding of the human brain will be a secondary emphasis.
Prerequisites: two Biology courses numbered between 120 and 129, OR, BIOL 124 and PSYC 125, and NRSC 200 OR permission of the instructor.Attributes: Biology Zoology Requirement, NRSC Science Elective"
105,BIOL 330 Neurobiology w/Lab,"This course takes a cellular approach to the structure and function of nervous systems. Integrated laboratory and classroom study focus on the physical and chemical properties of neurons that make them different from other cells, and the relationships between neurons that allow nervous systems to interpret the environment and to generate behavior. Extracellular and intracellular electrical recording methods are used extensively, and are supplemented and neurochemical and anatomical techniques such as high-pressure liquid chromatography and immunocytochemistry.
Prerequisites: two BIOL courses numbered between 120 and 129, OR, 124 and PSYC 125 and NRSC 200. Attributes: NRSC Science Elective"
106,BIOL 332 Natural History of Vertebrates,"An exploration into the lifestyles of vertebrates heavily focused on field biology. Natural history is strongly dependent on descriptive anatomy and systematics and therefore this course will cover the evolutionary relationships among vertebrates highlighting unique features that facilitated the success of the major groups.  In field labs, students will develop observational skills such as how to identify a bird by its song, a frog by its call, a mammal by the color of its pelage, and a snake by its shed skin.  Indoor labs will focus on identifying species from preserved specimens as well as providing students with the skills necessary to preserve vertebrates for future study.  Preservation methods could include preparing museum-quality mammal and bird skins, formalin fixation of fish, and skeletal preparations.  
Three hours classroom and three hours laboratory a week. Prerequisites: two Biology courses numbered between 120 and 129 OR ENST 131, 132 (or 130) OR ERSC 307. This course is cross-listed as ENST 332. Offered every two years.Attributes: ES Applications of Env Sci Crs, Sustainability Connections"
107,BIOL 333 Physiology w/Lab,"A study of physiological mechanisms in the animal kingdom, stressing the structural and functional bases of biological activities. Emphasis is on vertebrate organs and organ systems. Laboratory includes experimental physiological studies of selected organisms. 
Six hours classroom a week. Prerequisites: two BIOL courses numbered between 120 and 129. For Neuroscience majors only, prerequisite is 124 and PSYC 125 and NRSC 200.Attributes: ES Foundations of Env Sci Crs, Health Studies Elective, NRSC Science Elective"
108,BIOL 334 Vertebrate Biology w/Lab,"An integrated lecture and laboratory study of the anatomy, embryology, physiology, and evolution of vertebrates. Representative live and dissection specimens are studied from the perspective of structure and function. 
Six hours classroom a week. Prerequisites: two BIOL courses numbered between 120 and 129. For Neuroscience majors only, prerequisite is 124 and PSYC 125.Attributes: ES Foundations of Env Sci Crs, NRSC Science Elective"
109,BIOL 335 Microanatomy,"An integrated study of the functional microanatomy of vertebrates. This course will examine the microscopic anatomy of cells, tissues, organ, and organ systems and their interrelationships. The laboratory portion of the course will cover methods of contemporary histologic technique and will include independent experimental projects.  
Prerequisites: two BIOL courses numbered between 120 and 129. Offered every other year. For Neuroscience majors only, prerequisite is 124 and PSYC 125.Attributes: Health Studies Elective, NRSC Science Elective"
110,BIOL 342 Structure and Function of Biomolecules w/Lab,"This course is an introductory biochemistry course focused on the chemistry of the major molecules that compose living matter. The structure and function of the major classes of biomolecules (nucleic acids, proteins, lipids, and carbohydrates) are addressed along with other topics including bioenergetics, enzyme catalysis, and information transfer at the molecular level. The laboratory portion of the course focuses on methods used to study the properties and behavior of biological molecules and their functions in the cell.
Three hours lecture and four hours of laboratory per week. Prerequisite: CHEM 242; an introductory biology course is highly recommended. This course is cross-listed as CHEM 342. Attributes: ES Foundations of Env Sci Crs, NRSC Science Elective"
111,BIOL 343 Metabolism,"A survey of the metabolic processes in animals and plants, including signal transduction, aerobic and anaerobic respiration, and photosynthesis, as well as the biosynthesis of the major types of biomolecules. For each metabolic pathway, we will examine the regulation of enzymes and related genes, their energetic requirements, and the function of pathway end products. Both the normal functioning of metabolic pathways and common metabolic malfunctions, e.g., human inborn errors of metabolism, will be considered. Selected readings from the primary literature and the popular press are required. Students will complete detailed case studies focusing on human metabolism and metabolic disorders.
Three hours classroom a week. Prerequisite: CHEM 242. This course is cross-listed as CHEM 343.Attributes: ES Foundations of Env Sci Crs"
112,BIOL 348 Computer Simulation Modeling,"Computer simulation modeling is a way to develop scientific understanding.  A key element of computational science, computer simulation modeling is the representation of systems with mathematics; computers do the mathematical calculation.  This course considers biological, chemical, and physical systems, with interdisciplinary applications in environmental science and other fields.  For the course project, students model systems related to their individual interests.  No experience with computer programming or calculus is required.
Six hours of integrated lecture and laboratory each week. Prerequisites: Any three courses in natural science and/or mathematics. This course is cross-listed as ENST 348. "
113,BIOL 380 Immunology,"A team-taught study of the biological and chemical aspects of the field of immunology. The areas covered include immunochemistry, immunogenetics, cell-mediated immunity, and immunopathology. Emphasis in the class and the laboratory will be on the process and analysis of experimental investigation. Prerequisite: One BIOL course numbered between 120 and 129, or 313 or CHEM 242 or permission of the instructor. Offered every other year.Attributes: Health Studies Elective"
114,BIOL 401 Special Topics,"An in-depth study of specialized subject areas of biology. Some recent topics included Experimental Virology, Ornithology, and Histology. Topic, course structure, credit, and instructor will be announced by preregistration.
Prerequisite dependent upon topic. Offered occasionally."
115,BIOL 412 Seminar,"Through detailed study of the primary biological literature, students acquire an understanding of the methodology and philosophy of scientific research. Includes study of the formulation of hypotheses, the design of experiments or observations to test these hypotheses, and the interpretation of results. This course will normally require a major research-based presentation and/or paper and may also involve the conduct of research by students. This course satisfies the requirement for a research experience for the biology major.
Prerequisites: two Biology courses numbered between 120 and 129, and one upper-level biology course."
116,BIOL 416 Population Genetics,"This is a course on advanced genetics in the genomics age.  Whole genome sequences are accumulating at an increasingly rapid pace.  Our current challenge is to uncover meaning in the hundreds of billions of base pairs that are now available.  The fields of study that strive to make sense of all this variation are population and quantitative genetics.  In this course, we will survey topics in population genetics, the study of frequencies of alleles in populations, and quantitative genetics, the study of continuously varying traits, with the goal of developing a deeper understanding of the connection between genotypes and phenotypes.  This course will integrate lectures, in-class discussions, and wet and dry (computational) labs to provide a comprehensive perspective on population and quantitative genetics.  Three hours classroom and three hours laboratory a week. Prerequisite: BIOL 216Attributes: ES Foundations of Env Sci Crs"
117,BIOL 417 Molecular Genetics w/Lab,"A study of the molecular aspects of gene structure and function. Course topics include recombinant DNA techniques, regulation of gene expression, oncogenes, tumor suppressor genes, molecular developmental genetics, and human molecular genetics. The laboratory studies utilize contemporary, molecular methods to explore DNA organization and function.
Six hours classroom/laboratory a week. Prerequisites: One of the following: 216, 313, 316, 318, 326, 327, 380, or permission of the instructor.Attributes: ES Foundations of Env Sci Crs, NRSC Science Elective"
118,BIOL 418 Developmental Genomics,"In this course we focus on the regulation of gene expression during development. Course topics include mechanisms of control of gene expression, comparative genomics, molecular evolution, the theory and use of bioinformatics to address these topics, and molecular techniques used to assess and perturb gene expression during development. Laboratory studies will utilize molecular and data-mining approaches to investigate the roles of genes during development.
Six hours classroom a week. Prerequisites: two BIOL courses numbered between 120 and 129 and 216, or permission of instructor."
119,BIOL 419 RNA w/Lab,"A focused study of biochemical, cellular, and molecular aspects of ribonucleic acid (RNA).  Topics of study include RNA structure, RNA processing and turnover, splicing, ribozymes and riboswitches, RNA interference, RNA editing and modification, small RNAs and RNA viruses.  Regular reading and discussion of primary literature will complement the lectures.  The laboratory will utilize modern molecular biology techniques for working with and using RNA to perform original research.
Six hours classroom/laboratory a week. Prerequisites: One of the following: BIOL 216, 313, 316, 318, 326, 327, 380, or permission of the instructor."
120,BIOL 425 The Biology of Cancer w/lab,"Cancer is a genetic disorder that affects some 10 million people worldwide.  In the United States, cancer is a close second to heart disease as the leading cause of death.  This course will examine the molecular basis of cancer including the genes and signaling pathways involved in malignant transformation and the physiological consequences of uncontrolled cell growth.  Current methods in cancer research and recent advances in cancer treatment will also be discussed.  Specific topics covered will include: oncogenes and tumor suppressor genes, oncogenic mutation, tumor viruses, apoptosis, angiogenesis, metastasis, tumor immunology, radiation therapy, chemotherapy, and biological therapy.
Six hours classroom/laboratory a week. Prerequisite: One of the following: 216, 313, 316, 318, 326, 327, 380, or permission of the instructor.
Attributes: ES Foundations of Env Sci Crs"
121,BIOL 427 Virology,"An introduction to the molecular and cellular biology of viruses.  Topics of study include the life cycle of viruses in general and their relationships with their hosts, including the processes of attachment to, entry into, genomic replication within, and exit from, cells.  Aspects of pathogenesis, disease, the immune response to viruses, and vaccines, also will be studied.  Related topics (such as prions, RNA interference, and public health issues) may be discussed.  Regular reading and discussion of primary literature will complement the lectures. 
Three hours classroom a week. Prerequisite: One of the following: 216, 313, 316, 318, 326, 327, 380, or permission of the instructor.Attributes: Health Studies Elective"
122,BIOL 433 Molecular Pathophysiology w/Lab,"Human diseases often result from disordered physiology (pathophysiology) and therefore the abilities to understand disease and design specific and effective treatments are dependent on understanding normal physiological processes and the ways in which these can become disordered. This course will review the normal structure and function of select systems in the human body and subsequently examine the cellular, molecular, and systemic pathophysiological mechanisms that underlie common diseases related to that system with an emphasis on critical analysis of current biomedical literature. The laboratory portion of the course will involve original research projects using cell culture and animal models of human disease.  Six hours of classroom/laboratory a week. Prerequisites: at least one upper-level physiology or cellular & molecular biology course: 216, 313, 318, 326, 327, 330 ,333, 334, 335, 342, 380 or permission of instructor.Attributes: Writing in the Discipline"
123,INBM 100 Fundamentals of Business,"This course features an introductory focus on a wide range of business subjects including the following: business in a global environment; forms of business ownership including small businesses, partnerships, multinational and domestic corporations, joint ventures, and franchises; management decision making; ethics; marketing; accounting; management information systems; human resources; finance; business law; taxation; uses of the internet in business; and how all of the above are integrated into running a successful business. You will learn how a company gets ideas, develops products, raises money, makes its products, sells them and accounts for the money earned and spent.
This course will not fulfill a distribution requirement.Attributes: Appropriate for First-Year, ES Discip Specializations Crs, LAWP Policy Elective, PMGT Private Sector Policy, Sustainability Connections"
124,INBM 110 Fundamentals of Accounting,"This is a core course designed to provide students with a fundamental knowledge of the ""language of business"" and its applications for decision-making purposes. The course is organized into three sections.  In the first section students learn about the accounting cycle- essentially the analysis and recording of financial transactions and the preparation of financial statements in accordance with Generally Accepted Accounting Principles (GAAP). The second section of the course focuses on the analysis and interpretation of financial statements.  This section emphasizes the use of financial information by external stakeholders for decision making. The third section of the course concentrates on the fundamentals of management accounting. This section centers on the use of accounting information for operational performance evaluation as well as operational and capital decision making.  By the end of the course, students will understand the basic principles and concepts of accounting, the business and economic activities that generate accounting information, how accounting information is used by internal and external stakeholders for economic decision making, and how accounting affects society and individuals.Attributes: Appropriate for First-Year, ES Discip Specializations Crs, Quantitative Reasoning"
125,INBM 200 Global Economy,"Concentration upon strategies pursued by nation states in their interaction with international business enterprises and nongovernmental organizations. Students will work from an interdisciplinary perspective, with case studies of episodes in U.S. economic history and of selected countries from Africa, Asia, Europe and Latin America. To facilitate their analysis, students will study concepts drawn from trade theory, commercial and industrial policy, balance of payments accounting, exchange rate determination, and open-economy macroeconomics. As such, the course will draw heavily from the introductory economics courses. This approach will help develop an appreciation for the complex environment in which both political leaders and corporate managers operate.
Prerequisite: ECON 111 and 112; concurrent enrollment in ECON 112 by permission of the instructor. This course is cross-listed as INST 200.Attributes: EASN Elective Set 3, ES Discip Specializations Crs"
126,INBM 220 Managerial Decision Making,"Applies the principles and methods of economics to analyze problems faced by managers in a business or other type of organization. This course emphasizes how managers can (and should) use economic tools to further the objectives of the organization. Emphasis is on application of theory to actual business decisions. Many applications will require students to build economic models using spreadsheets, just as they will be required to do in a business setting.
Prerequisite: ECON 111 and INBM 110. Attributes: Quantitative Reasoning"
127,INBM 230 International Organizational Behavior,"This course looks at how human systems function within the structure of the organization and how individual and group behaviors affect collective organizational culture and organizational effectiveness. Students study individual, interpersonal, and group processes; the relationship between attitudes and behavior; ethical decision-making; and the management of organizational conflict and change. Approaches for developing leadership, managing conflict, communicating effectively, enhancing efficiency, and encouraging organizational adaption to changing environments are explored. Examples taken from domestic and international organizations are used throughout the course. 
Prerequisite: 100 or permission of the instructor. This course may fulfill Comparative Civilizations graduation requirement, depending upon topic.Attributes: Appropriate for First-Year, ES Discip Specializations Crs, INST Globaliz & Sustain Course, LAWP Policy Elective, PMGT Private Sector Policy"
128,INBM 240 Marketing in a Global Context,"The primary objective of this course is to identify how companies identify and satisfy their customers' needs. Not only are the ""4p's of marketing"" covered (product, price, promotional programs like advertising and public relations, and place or distribution), but working with a specific semester-long case, you will learn how to manage an integrated marketing program. We will also examine other important aspects of marketing: market research, new product development, consumer behavior, ethics, competitive analysis and strategic planning, and marketing internationally and on the Internet. Field trips and videos are used to reinforce the ideas presented in the classroom.
Prerequisite: 100 or permission of the instructor. 110 is recommended but not required.Attributes: ES Discip Specializations Crs, INST Globaliz & Sustain Course, LAWP Policy Elective, PMGT Private Sector Policy"
129,INBM 250 Finance,"Knowledge of finance will allow students to adopt the perspective of financial officers in both for-profit as well as not-for-profit organizations. This knowledge is needed to evaluate the health of an organization using key performance indicators and making ethical decisions that involve both short-run and long-run planning horizons. In the short run, this knowledge helps to effectively carry out business functions such as managing cash flow, borrowing money for short periods of time, and keeping control over inventory. In the long run, it helps to choose among competing investment projects and alternative, efficient methods of raising capital. Also, as individuals, knowledge of basic finance will help students to make better-informed decisions concerning their personal financial situations. Apart from covering the fundamentals of financial markets, instruments and institutions, this course will emphasize critical thinking based on quantitative reasoning and decision-making skills. This will include the use of elementary statistical and algebraic methods to investigate fundamental principles of theoretical finance such as the relationship between risk and reward and the pricing of capital assets. Apart from basic theory, knowledge of the hands-on aspects of financial modeling will be imparted via use of spreadsheet software packages such as Microsoft EXCEL; whereby students will be encouraged to create and analyze computational models to test and demonstrate some of the theoretical concepts taught.  Prerequisites: ECON 111 and INBM 110.
"
130,INBM 300 Issues in International Management,"A topics course examining important issues in international management. Examples of course possibilities include issues in cross-cultural communication and ethics, issues in international marketing, issues in international dimensions of financial reporting, issues in government regulation of business, and issues in financial decision-making.
Prerequisite dependent upon topic/topic area."
131,INBM 400 Seminar in International Business Policy and Strategy,"This capstone course focuses on the challenges associated with formulating strategy in multinational organizations. The course will examine multinational business decisions from the perspective of top managers who must develop strategies, deploy resources, and guide organizations that compete in a global environment. Major topics include foreign market entry strategies, motivation and challenges of internationalization, the analysis of international industries, building competitive advantage in global industries, and the role of the country manager. Case studies will be used to increase the student's understanding of the complexities of managing international business operations. 
Prerequisite: Completion of at least four of the five 200-level courses (200, 220, 230, 240, 250). This course will not fulfill distribution requirement. "
132,CHEM 111 Topics in Chemistry w/Lab,"This course will apply Chemical concepts to topical areas such as nanotechnology, Chemistry in history, the environment and forensic science. 
Three hours classroom and two hours laboratory per week. This course sequence will not count toward major or minor requirements in biology, biochemistry-molecular biology, or Chemistry.  Students who decide to pursue further studies in Chemistry after completion of 111 must enroll in 141. Students may take two different sections of this course for credit.Attributes: Appropriate for First-Year, Lab Sciences (Division III)"
133,CHEM 131 General Chemistry I with Lab,"The first semester of intro chemistry for students majoring in the physical and biological sciences, who have completed one year of HS chemistry but do not place into Chemistry 141. Core principles and applications of chemistry will be covered that will aid students in understanding ""Why Chemistry Matters"" regardless of discipline. Topics will include: atomic and molecular structure (Lewis, VSEPR), stoichiometry, gas laws, energy and chemical reactions, periodicity, and solubility and intermolecular forces.
Three hours of classroom and three hours of laboratory per week.Attributes: Appropriate for First-Year, ES Foundations of Env Sci Crs, Lab Sciences (Division III), Quantitative Reasoning"
134,CHEM 132 General Chemistry II with Lab,"A continuation of Chemistry 131.  Topics covered in the second semester will include: kinetics, equilibrium, acids, bases, and buffers, thermodynamics, electrochemistry, nuclear chemistry, and transition metal chemistry.
Three hours of classroom and three hours of laboratory per week. Prerequisite: 131.Attributes: ES Foundations of Env Sci Crs, Lab Sciences (Division III), Quantitative Reasoning"
135,CHEM 141 Accelerated General Chemistry with Lab,"A one-semester introductory course for students who are especially well-prepared for general chemistry, replacing CHEM 131, 132 as a prerequisite for more advanced courses in the major. Topics include atomic structure, chemical bonding, thermodynamics, kinetics, equilibrium, electrochemistry, acid/base chemistry, solubility, and transition metal chemistry. The laboratory experiments will relate directly to topics covered in lecture, and will include statistical analysis of data, molecular modeling, instrumental methods of analysis, and quantitative analytical and inorganic chemistry. Admittance into this course is based on a placement exam. 
Three hours of classroom and three hours of laboratory per week.Attributes: Appropriate for First-Year, ES Foundations of Env Sci Crs, Lab Sciences (Division III), Quantitative Reasoning"
136,CHEM 200 Special Topics in Chemistry,Topics depend on instructor and will be announced when offered.   Three house classroom per week. Prerequisite: 132 or 141 or permission of instructor.
137,CHEM 241 Organic Chemistry I with Lab,"The major focus of this course is on the reactivities of organic and inorganic molecules; this is an extension of the study of the covalent bond that was studied in Chemistry 141. Topics include reaction types and mechanisms, stereochemistry, nomenclature, and spectroscopic methods. Laboratory work involves the synthesis, analysis and identification of organic and inorganic molecules. 
Three hours classroom and four hours laboratory per week. Prerequisite: 132 or 141. Attributes: ES Foundations of Env Sci Crs, Lab Sciences (Division III)"
138,CHEM 242 Organic Chemistry II with Lab,"This course continues the study of the reactivities of organic and inorganic molecules started in 241. Particular emphasis is placed on unsaturated systems. Laboratory work continues investigations into the synthesis, analysis, and identification of organic and inorganic molecules begun in 241. 
Three hours classroom and four hours laboratory per week. Prerequisite: 241.Attributes: ES Foundations of Env Sci Crs, Sustainability Connections"
139,CHEM 243 Modern Chemical Analysis w/Lab,"The theory of chemical equilibrium as it pertains to acid-base, metal-ligand, redox, and EDTA titrations. Topics such as experimental design, sampling, calibration strategies, standardization, and the optimization and validation of experimental results will be covered. Statistical analysis of data will also be included. This class is meant to aid students in developing both a sound knowledge of experimental protocols (i.e. How many samples do we need to collect? How do we extract our analyte from the matrix? How much sample must be extracted in order to obtain a measurable result? How do we measure what's present? and in the critical evaluation of experimental results (How much confidence do we have that our results are representative of the system under study?).
Three hours classroom and four hours of laboratory per week. Prerequisite: 132 or 141.Attributes: ES Applications of Env Sci Crs, ES Foundations of Env Sci Crs, Quantitative Reasoning"
140,CHEM 244 Thermodynamics and Kinetics,"The fundamentals of chemical thermodynamics will be presented with a view towards providing an understanding of the concept of chemical equilibrium. Introductory concepts in chemical kinetics will also be discussed. Laboratory will focus on experiments illustrating the principles of thermodynamics and chemical kinetics. 
Three hours classroom and four hours laboratory per week. Prerequisites: 132 or 141, MATH 171 or concurrent enrollment. Attributes: ES Foundations of Env Sci Crs, Lab Sciences (Division III)"
141,CHEM 341 Quantum Chemistry and Spectroscopy,"Examines how the Quantum Theory, and in particular the Schrödinger Equation, makes possible the determination of translational, rotational, and vibrational energies of molecules, and how spectroscopy experimentally determines the energy and hence structure of atoms and molecules. 
Three hours classroom per week. Prerequisites: 132 or 141, MATH 171 and PHYS 141 or 131, or permission of the instructor. NOTE: PHYS 141 or 131 may be taken concurrently with CHEM 341."
142,CHEM 342 Structure and Function of Biomolecules w/Lab,"This course is an introductory biochemistry course focused on the chemistry of the major molecules that compose living matter. The structure and function of the major classes of biomolecules (nucleic acids, proteins, lipids, and carbohydrates) are addressed along with other topics including bioenergetics, enzyme catalysis, and information transfer at the molecular level. The laboratory portion of the course focuses on methods used to study the properties and behavior of biological molecules and their functions in the cell.
Three hours lecture and four hours of laboratory per week. Prerequisite 242; an introductory biology course is highly recommended. This course is cross-listed as BIOL 342.Attributes: ES Foundations of Env Sci Crs, NRSC Science Elective"
143,CHEM 343 Metabolism,"A survey of the metabolic processes in animals and plants, including signal transduction, aerobic and anaerobic respiration, and photosynthesis, as well as the biosynthesis of the major types of biomolecules. For each metabolic pathway, we will examine the regulation of enzymes and related genes, their energetic requirements, and the function of pathway end products. Both the normal functioning of metabolic pathways and common metabolic malfunctions, e.g., human inborn errors of metabolism, will be considered. Selected readings from the primary literature and the popular press are required. Students will complete detailed case studies focusing on human metabolism and metabolic disorders.
Three hours classroom per week. Prerequisite: 242. This course is cross-listed as BIOL 343.Attributes: ES Foundations of Env Sci Crs"
